requirement_id	phase
KNOW-024	06
KNOW-025	07
KNOW-026	07
KNOW-027	07
KNOW-028	07
KNOW-029	01
KNOW-030	05
KNOW-031	08
KNOW-032	08
KNOW-033	08
KNOW-034	08
KNOW-035	04
KNOW-036	04
KNOW-037	04
LENS-001	04
LENS-002	04
LENS-003	05
LENS-004	06
LENS-005	06
LENS-006	05
LENS-007	11
LENS-008	05
LENS-009	05
LENS-010	05
LENS-011	05
LENS-012	07
LENS-013	04
LENS-014	03
LENS-015	11
LENS-016	11
MCP-001	10
MCP-002	10
MCP-003	10
MCP-004	10
MCP-005	10
MCP-006	10
METR-001	09
METR-002	01
METR-003	01
METR-004	03
METR-005	07
METR-006	07
METR-007	10
METR-008	13
METR-009	06
METR-010	09
METR-011	08
METR-012	09
METR-013	09
METR-014	09
METR-015	05
METR-016	03
METR-017	03
METR-018	04
METR-019	04
METR-020	04
METR-021	04
METR-022	04
METR-023	04
METR-024	09
METR-025	09
METR-026	03
METR-027	09
METR-028	07
METR-029	10
METR-030	05
METR-031	05
METR-032	05
METR-033	05
METR-034	05
METR-035	04
METR-036	05
METR-037	05
METR-038	05
METR-039	05
METR-040	05
METR-041	05
METR-042	05
METR-043	05
METR-044	05
METR-045	14
MODE-001	09
MODE-002	09
MODE-003	09
MODE-004	09
MODE-005	09
MODE-006	09
MODE-007	09
MODE-008	09
MODE-009	09
MODE-010	11
MODE-011	11
MODE-012	09
MODEL-001	09
MODEL-002	09
MODEL-003	05
MODEL-004	09
MODEL-005	09
MODEL-006	09
MODEL-007	09
MODEL-008	09
MODEL-009	03
MODEL-010	03
MODEL-011	09
MODEL-012	08
MODEL-013	05
MODEL-014	05
MODEL-015	09
MODEL-016	04
MODEL-017	04
MODEL-018	04
MODEL-019	04
OBSV-001	07
OBSV-002	01
OBSV-003	01
OBSV-004	02
OBSV-005	02
OBSV-006	02
OBSV-007	02
OBSV-008	07
OBSV-009	07
OBSV-010	07
OBSV-011	12
OBSV-012	07
OBSV-013	03
OBSV-014	07
OBSV-015	02
OBSV-016	07
OBSV-017	07
OPER-001	12
OPER-002	12
OPER-003	12
OPER-004	12
OPER-005	12
OPER-006	12
OPER-007	12
OPER-008	12
OPER-009	12
OPER-010	12
OPER-011	12
OPER-012	12
OPER-013	12
OPER-014	12
OPER-015	12
OPER-016	12
OPER-017	12
OPER-018	12
OPER-019	12
OPER-020	12
PERS-001	01
PERS-002	01
PERS-003	01
PERS-004	03
PERS-005	03
PERS-006	03
PERS-007	14
PERS-008	14
PERS-009	14
PERS-010	12
PERS-011	12
PERS-012	12
PERS-013	12
PLAN-001	09
PLAN-002	09
PLAN-003	09
PLAN-004	09
PLAN-005	09
PLAN-006	09
PLAN-007	09
PLAN-008	09
PLAN-009	09
PLAN-010	09
PLAN-011	09
PLAN-012	09
PLAN-013	09
PLAN-014	09
PLAN-015	09
PLAN-016	09
PLAN-017	09
PLAN-018	09
PLAN-019	09
PLAN-020	09
PLAN-021	09
PLAN-022	09
PLAN-023	09
PROD-001	14
PROD-002	12
PROD-003	14
PROD-004	08
PROD-005	09
PROD-006	09
PROD-007	08
PROD-008	11
PROD-009	06
PROD-010	09
PROD-011	02
PROD-012	01
PROD-013	14
PROD-014	03
PROD-015	08
PROD-016	09
PROD-017	03
PROD-018	01
PROD-019	09
PROD-020	03
PROD-021	09
PROD-022	05
PROD-023	06
PROD-024	06
PROD-025	06
PROD-026	05
PROD-027	05
PROD-028	04
PROD-029	04
PROD-030	01
PROD-031	04
PROD-032	01
PROD-033	14
PROJ-001	03
PROJ-002	03
PROJ-003	03
PROJ-004	03
PROJ-005	03
PROJ-006	03
PROJ-007	03
PROJ-008	03
PROJ-009	03
PROJ-010	03
PROJ-011	03
PROJ-012	03
PROJ-013	03
PROJ-014	11
PROJ-015	11
PROJ-016	11
PROJ-017	11
PROJ-018	11
PROJ-019	11
PROJ-020	11
RECN-001	08
RECN-002	08
RECN-003	08
RECN-004	08
RECN-005	08
RECN-006	08
RECN-007	08
RECN-008	08
RECN-009	08
RECN-010	08
RECN-011	08
RECN-012	08
RECN-013	08
RECN-014	08
RECN-015	09
RECN-016	09
RECN-017	09
RECN-018	09
RECN-019	09
RECN-020	09
RECN-021	09
RECN-022	09
RECN-023	05
RECN-024	05
RECN-025	05
RECN-026	05
RECN-027	11
RECN-028	11
RECN-029	11
RECN-030	11
REL-001	14
REL-002	14
REL-003	14
REL-004	14
REL-005	14
REL-006	14
REL-007	14
REL-008	14
REL-009	14
REL-010	14
REL-011	14
REL-012	14
REL-013	14
REL-014	14
REL-015	14
REL-016	14
REL-017	14
REL-018	14
REL-019	14
REL-020	14
REL-021	14
REL-022	14
REL-023	14
REL-024	14
REL-025	14
REL-026	14
REL-027	14
REL-028	14
REL-029	14
REL-030	14
REL-031	14
REL-032	14
REL-033	14
REL-034	14
REL-035	14
REL-036	14
REL-037	14
REL-038	14
REL-039	14
REL-040	14
REL-041	14
REL-042	14
REL-043	14
REL-044	14
REL-045	14
REL-046	14
REL-047	14
REL-048	14
REL-049	14
REL-050	14
REL-051	14
REL-052	14
REL-053	14
REL-054	14
REL-055	14
REL-056	14
REL-057	14
REL-058	14
REL-059	14
REL-060	14
REL-061	14
REL-062	14
REL-063	14
REL-064	14
REL-065	14
REL-066	14
REL-067	14
REL-068	14
REL-069	14
REL-070	14
REL-071	14
REL-072	14
REL-073	14
REL-074	14
REL-075	14
REL-076	14
REL-077	14
REPR-001	05
REPR-002	13
REPR-003	13
REPR-004	05
REPR-005	05
REPR-006	05
REPR-007	05
REPR-008	05
REPR-009	05
REPR-010	05
REPR-011	13
REPR-012	05
REPR-013	05
REPR-014	13
REPR-015	05
REPR-016	13
REPR-017	10
REPR-018	10
REPR-019	10
REPR-020	10
REPR-021	10
REPR-022	10
RISK-001	01
RISK-002	01
RISK-003	01
RISK-004	09
RISK-005	09
RISK-006	09
RISK-007	09
RSCH-001	06
RSCH-002	06
RSCH-003	06
RSCH-004	06
RSCH-005	06
RSCH-006	06
RULE-001	05
RULE-002	05
RULE-003	05
RULE-004	05
RULE-005	05
RULE-006	05
RULE-007	05
RULE-008	05
RULE-009	05
RULE-010	05
RULE-011	05
RULE-012	05
RULE-013	05
RULE-014	04
RULE-015	09
RULE-016	09
RULE-017	09
RULE-018	09
RULE-019	09
RULE-020	05
RULE-021	05
RULE-022	06
RULE-023	06
RULE-024	06
RULE-025	06
RULE-026	14
RUNTIME-001	01
RUNTIME-002	02
RUNTIME-003	02
RUNTIME-004	09
RUNTIME-005	11
RUNTIME-006	09
RUNTIME-007	09
RUNTIME-008	09
RUNTIME-009	09
RUNTIME-010	12
RUNTIME-011	10
RUNTIME-012	10
RUNTIME-013	12
RUNTIME-014	12
RUNTIME-015	11
RUNTIME-016	11
RUNTIME-017	11
SEC-001	01
SEC-002	01
SEC-003	04
SEC-004	05
SEC-005	12
SEC-006	01
SEC-007	01
SEC-008	01
SEC-009	01
SEC-010	01
SEC-011	01
SEC-012	01
SEC-013	09
SEC-014	09
SEC-015	09
SEC-016	09
SEC-017	09
SEC-018	09
SEC-019	09
SEC-020	10
SEC-021	10
SEC-022	10
SEC-023	09
SEC-024	11
SEC-025	11
SEC-026	03
SEC-027	03
SEC-028	03
SEC-029	03
SLICE-000	01
SLICE-001	01
SLICE-002	01
SLICE-003	01
SLICE-004	01
SLICE-005	01
SLICE-006	01
SLICE-007	01
SLICE-008	01
SLICE-009	01
SLICE-010	01
SLICE-011	02
SLICE-012	02
SLICE-013	02
SLICE-014	02
SLICE-015	02
SLICE-016	02
SLICE-017	02
SLICE-018	02
SLICE-019	02
SLICE-020	02
SLICE-021	02
SLICE-022	02
SLICE-023	02
SLICE-024	02
SLICE-025	02
SLICE-026	02
SLICE-027	02
SLICE-028	03
SLICE-029	03
SLICE-030	03
SLICE-031	03
SLICE-032	03
SLICE-033	03
SLICE-034	03
SLICE-035	03
SLICE-036	03
SLICE-037	03
SLICE-038	04
SLICE-039	04
SLICE-040	04
SLICE-041	04
SLICE-042	04
SLICE-043	04
SLICE-044	04
SLICE-045	04
SLICE-046	04
SLICE-047	04
SLICE-048	04
SLICE-049	04
SLICE-050	04
SLICE-051	05
SLICE-052	05
SLICE-053	05
SLICE-054	05
SLICE-055	05
SLICE-056	05
SLICE-057	05
SLICE-058	05
SLICE-059	05
SLICE-060	05
SLICE-061	05
SLICE-062	05
SLICE-063	05
SLICE-064	06
SLICE-065	06
SLICE-066	06
SLICE-067	06
SLICE-068	06
SLICE-069	06
SLICE-070	06
SLICE-071	06
SLICE-072	06
SLICE-073	06
SLICE-074	06
SLICE-075	07
SLICE-076	07
SLICE-077	07
SLICE-078	07
SLICE-079	07
SLICE-080	07
SLICE-081	07
SLICE-082	07
SLICE-083	07
SLICE-084	08
SLICE-085	08
SLICE-086	08
SLICE-087	08
SLICE-088	08
SLICE-089	08
SLICE-090	08
SLICE-091	09
SLICE-092	09
SLICE-093	10
SLICE-094	10
SLICE-095	10
SLICE-096	11
SLICE-097	12
SLICE-098	12
SLICE-099	12
SLICE-100	13
SLICE-101	13
SURF-001	01
SURF-002	13
SURF-003	13
SURF-004	13
SURF-005	02
SURF-006	13
SURF-007	13
SURF-008	13
SURF-009	13
SURF-010	13
SURF-011	13
TEST-001	14
TEST-002	01
TEST-003	01
TEST-004	01
TEST-005	04
TEST-006	04
TEST-007	04
TEST-008	04
TEST-009	11
TEST-010	13
TEST-011	03
TEST-012	05
TEST-013	05
TEST-014	05
TEST-015	06
TEST-016	06
TEST-017	06
TEST-018	06
TEST-019	06
TEST-020	06
TEST-021	03
TEST-022	03
TEST-023	04
TEST-024	04
TEST-025	03
TEST-026	04
TEST-027	09
TEST-028	09
TEST-029	11
TEST-030	08
TEST-031	09
TEST-032	08
TEST-033	05
TEST-034	05
TEST-035	05
TEST-036	05
TEST-037	01
TEST-038	01
TEST-039	03
TEST-040	03
TEST-041	03
TEST-042	03
TEST-043	08
TEST-044	01
TEST-045	07
TEST-046	05
TEST-047	05
TEST-048	08
TEST-049	09
TEST-050	09
TEST-051	09
TEST-052	04
TEST-053	04
TEST-054	04
TEST-055	03
TEST-056	09
TEST-057	09
TEST-058	01
TEST-059	05
TEST-060	05
TEST-061	05
TEST-062	05
TEST-063	05
TXN-001	09
TXN-002	09
TXN-003	09
TXN-004	09
TXN-005	09
TXN-006	09
TXN-007	09
TXN-008	09
TXN-009	12
TXN-010	12
TXN-011	09
TXN-012	09
TXN-013	09
TXN-014	09
TXN-015	09
TXN-016	09
TXN-017	09
TXN-018	09
